transaction_id,order_date,customer_state,customer_city,category,subcategory,brand,final_amount_inr,quantity,discount_percent,payment_method,is_prime_member,festival_name,order_month,order_year,order_quarter,customer_rating,return_status
TXN_2022_00115741,2022-11-13,Karnataka,Bengaluru,electronics,Smartphones,Samsung,104538.74,1,0.0,Wallet,True,No Festival,11,2022,4,4.5,Delivered
TXN_2025_00035427,2025-07-10,Kerala,Kochi,electronics,Smartphones,Samsung,65702.1,1,35.21,UPI,True,Back to School,7,2025,3,4.0,Delivered
TXN_2021_00037507,2021-04-10,Telangana,Hyderabad,electronics,Smartphones,Samsung,347846.42,2,0.0,UPI,True,Ugadi + Ramadan + Vishu Puthandu + Thrissur Pooram,4,2021,2,4.340115371,Delivered
TXN_2023_00065643,2023-07-11,Karnataka,Bengaluru,electronics,Smartphones,Samsung,173026.8,2,32.39,Debit Card,True,Back to School,7,2023,3,5.0,Returned
TXN_2023_00041919,2023-05-16,Tamil Nadu,Chennai,electronics,Smartphones,Samsung,127953.65,1,0.0,UPI,True,No Festival,5,2023,2,4.0,Delivered
TXN_2021_00095337,2021-10-24,Telangana,Hyderabad,electronics,Smartphones,Samsung,83127.95,1,52.2,COD,True,Diwali Sale,10,2021,4,5.0,Delivered
TXN_2024_00063997,2024-07-05,Karnataka,Bengaluru,electronics,Smartphones,Samsung,93677.15,1,20.46,COD,True,Back to School,7,2024,3,5.0,Delivered
TXN_2024_00117061,2024-12-01,Tamil Nadu,Chennai,electronics,Smartphones,Samsung,83135.63,1,29.41,UPI,True,Karthigai Deepam,12,2024,4,4.340115371,Delivered
TXN_2024_00024137,2024-03-08,Karnataka,Bengaluru,electronics,Smartphones,Samsung,57073.7,1,51.54,COD,True,Holi Festival + Ramadan,3,2024,1,4.340115371,Delivered
TXN_2024_00063891,2024-07-26,Tamil Nadu,Coimbatore,electronics,Smartphones,Samsung,105204.63,1,0.0,Credit Card,True,No Festival,7,2024,3,3.5,Delivered
TXN_2022_00000172,2022-01-17,Tamil Nadu,Chennai,electronics,Smartphones,Samsung,124685.06,1,0.0,COD,True,Pongal,1,2022,1,4.340115371,Delivered
TXN_2021_00120380,2021-11-28,Karnataka,Bengaluru,electronics,Smartphones,Samsung,57966.89,1,0.0,COD,True,Karthigai Deepam,11,2021,4,4.340115371,Delivered
TXN_2022_00041992,2022-05-22,Karnataka,Bengaluru,electronics,Smartphones,Samsung,42847.01,1,6.51,Credit Card,True,No Festival,5,2022,2,3.0,Delivered
TXN_2022_00103089,2022-10-28,Tamil Nadu,Coimbatore,electronics,Smartphones,Samsung,19227.86,1,57.84,Credit Card,True,Diwali Sale,10,2022,4,3.0,Delivered
TXN_2022_00067158,2022-07-11,Tamil Nadu,Coimbatore,electronics,Smartphones,Samsung,15160.61,1,66.76,COD,True,Back to School,7,2022,3,4.5,Delivered
TXN_2022_00120024,2022-12-08,Kerala,Kochi,electronics,Smartphones,Samsung,45605.07,1,0.0,Credit Card,True,Christmas,12,2022,4,4.27529669,Delivered
TXN_2025_00051690,2025-09-09,Telangana,Hyderabad,electronics,Smartphones,Samsung,16626.92,1,0.0,Credit Card,True,No Festival,9,2025,3,5.0,Returned
TXN_2024_00021780,2024-03-26,Telangana,Hyderabad,electronics,Smartphones,Samsung,14288.55,1,24.89,UPI,True,Ugadi + Ramadan + Vishu Puthandu,3,2024,1,4.5,Delivered
TXN_2023_00068853,2023-08-17,Tamil Nadu,Coimbatore,electronics,Smartphones,Samsung,32011.36,1,13.4,COD,True,Onam,8,2023,3,4.27529669,Returned
TXN_2025_00047061,2025-09-04,Karnataka,Bengaluru,electronics,Smartphones,Samsung,66898.68,3,23.88,BNPL,True,Onam,9,2025,3,5.0,Delivered
TXN_2022_00053165,2022-06-15,Telangana,Hyderabad,electronics,Smartphones,Samsung,17105.73,1,33.28,Credit Card,True,Back to School,6,2022,2,4.340115371,Delivered
TXN_2021_00005298,2021-01-10,Karnataka,Bengaluru,electronics,Smartphones,OnePlus,76199.04,1,0.0,UPI,True,Pongal,1,2021,1,4.340115371,Delivered
TXN_2022_00029256,2022-03-30,Tamil Nadu,Chennai,electronics,Smartphones,OnePlus,118371.26,2,0.0,UPI,True,Ugadi + Ramadan + Vishu Puthandu,3,2022,1,4.5,Delivered
TXN_2021_00116722,2021-11-09,Tamil Nadu,Coimbatore,electronics,Smartphones,OnePlus,174594.07,2,24.19,Debit Card,True,No Festival,11,2021,4,5.0,Delivered
TXN_2021_00001603,2021-01-23,Karnataka,Bengaluru,electronics,Smartphones,OnePlus,46224.58,1,59.86,Net Banking,True,Republic Day Sale,1,2021,1,4.340115371,Delivered
TXN_2024_00030543,2024-04-22,Tamil Nadu,Chennai,electronics,Smartphones,OnePlus,72907.81,1,0.0,UPI,True,No Festival,4,2024,2,4.0,Delivered
TXN_2025_00019044,2025-04-17,Karnataka,Bengaluru,electronics,Smartphones,OnePlus,67636.78,2,0.0,UPI,True,Thrissur Pooram,4,2025,2,5.0,Cancelled
TXN_2023_00017815,2023-02-13,Telangana,Hyderabad,electronics,Smartphones,OnePlus,40456.26,1,24.04,Credit Card,True,Valentine Sale,2,2023,1,5.0,Delivered
TXN_2022_00087355,2022-09-24,Kerala,Kochi,electronics,Smartphones,OnePlus,22613.84,1,61.17,Credit Card,True,Amazon Great Indian Festival + Navratri Dussehra,9,2022,3,4.27529669,Delivered
TXN_2025_00007486,2025-02-20,Kerala,Kochi,electronics,Smartphones,OnePlus,58615.49,1,9.74,UPI,True,Ramadan,2,2025,1,4.27529669,Delivered
TXN_2022_00077266,2022-08-22,Karnataka,Bengaluru,electronics,Smartphones,OnePlus,92695.53,1,0.0,UPI,True,Onam + Ganesh Chaturthi,8,2022,3,5.0,Delivered
TXN_2023_00008864,2023-01-12,Tamil Nadu,Chennai,electronics,Smartphones,OnePlus,84770.97,1,0.0,Credit Card,True,Pongal,1,2023,1,5.0,Delivered
TXN_2024_00095867,2024-11-10,Andhra Pradesh,Visakhapatnam,electronics,Smartphones,OnePlus,210597.39,3,0.0,COD,True,No Festival,11,2024,4,4.27529669,Delivered
TXN_2021_00039489,2021-04-01,Tamil Nadu,Coimbatore,electronics,Smartphones,OnePlus,100401.81,1,9.44,UPI,True,Ugadi + Ramadan + Vishu Puthandu + Thrissur Pooram,4,2021,2,5.0,Delivered
TXN_2022_00112690,2022-11-28,Karnataka,Bengaluru,electronics,Smartphones,OnePlus,160975.06,2,0.0,COD,True,Karthigai Deepam,11,2022,4,4.0,Delivered
TXN_2022_00096116,2022-10-04,Kerala,Kochi,electronics,Smartphones,OnePlus,126285.97,2,21.55,UPI,True,Amazon Great Indian Festival + Diwali + Navratri Dussehra,10,2022,4,4.27529669,Cancelled
TXN_2022_00010258,2022-01-24,Tamil Nadu,Chennai,electronics,Smartphones,OnePlus,128220.61,2,20.35,Credit Card,True,Republic Day Sale,1,2022,1,4.5,Delivered
TXN_2025_00074308,2025-12-12,Tamil Nadu,Coimbatore,electronics,Smartphones,OnePlus,56389.37,1,0.0,UPI,True,Christmas,12,2025,4,5.0,Returned
TXN_2022_00051398,2022-06-11,Tamil Nadu,Chennai,electronics,Smartphones,OnePlus,44672.29,1,0.0,UPI,True,No Festival,6,2022,2,4.5,Delivered
TXN_2023_00081514,2023-09-03,Karnataka,Bengaluru,electronics,Smartphones,OnePlus,40259.67,1,0.0,COD,True,Ganesh Chaturthi,9,2023,3,4.340115371,Returned
TXN_2022_00049623,2022-05-06,Tamil Nadu,Chennai,electronics,Smartphones,OnePlus,27173.52,1,55.63,COD,True,Summer Sale,5,2022,2,3.5,Delivered
TXN_2021_00015197,2021-02-07,Tamil Nadu,Chennai,electronics,Smartphones,OnePlus,78847.13,1,0.0,UPI,True,No Festival,2,2021,1,4.340115371,Delivered
TXN_2023_00020967,2023-03-04,Tamil Nadu,Coimbatore,electronics,Smartphones,Xiaomi,26366.58,1,15.63,COD,True,Holi Festival + Ugadi + Ramadan,3,2023,1,4.5,Delivered
TXN_2025_00014565,2025-03-15,Karnataka,Bengaluru,electronics,Smartphones,Xiaomi,15421.37,1,35.59,UPI,True,Holi Festival + Ugadi + Ramadan,3,2025,1,4.0,Delivered
TXN_2023_00066381,2023-07-12,Karnataka,Bengaluru,electronics,Smartphones,Xiaomi,13882.58,1,51.85,UPI,True,Back to School,7,2023,3,4.0,Delivered
TXN_2021_00105703,2021-10-19,Karnataka,Bengaluru,electronics,Smartphones,Xiaomi,25209.17,1,37.89,Net Banking,True,Diwali Sale,10,2021,4,5.0,Delivered
TXN_2023_00119620,2023-12-31,Karnataka,Bengaluru,electronics,Smartphones,Xiaomi,32158.5,1,0.0,UPI,True,No Festival,12,2023,4,4.340115371,Delivered
TXN_2023_00063903,2023-07-07,Karnataka,Bengaluru,electronics,Smartphones,Xiaomi,40825.97,2,36.52,UPI,True,Back to School,7,2023,3,4.340115371,Delivered
TXN_2025_00025719,2025-05-20,Tamil Nadu,Coimbatore,electronics,Smartphones,Xiaomi,18633.59,1,0.0,Credit Card,True,No Festival,5,2025,2,4.0,Delivered
TXN_2022_00070096,2022-07-04,Telangana,Hyderabad,electronics,Smartphones,Xiaomi,9026.91,1,62.84,UPI,True,Back to School,7,2022,3,5.0,Delivered
TXN_2021_00001904,2021-01-07,Tamil Nadu,Coimbatore,electronics,Smartphones,Xiaomi,63549.6,2,8.06,Credit Card,True,Pongal,1,2021,1,4.0,Delivered
TXN_2023_00004044,2023-01-15,Tamil Nadu,Coimbatore,electronics,Smartphones,Xiaomi,36579.82,1,0.0,UPI,True,Pongal,1,2023,1,3.5,Delivered
TXN_2023_00033743,2023-04-27,Karnataka,Bengaluru,electronics,Smartphones,Xiaomi,30066.32,1,0.0,Credit Card,True,No Festival,4,2023,2,4.340115371,Cancelled
TXN_2023_00069259,2023-08-01,Andhra Pradesh,Visakhapatnam,electronics,Smartphones,Xiaomi,71354.96,2,0.0,UPI,True,Varalakshmi Vratam,8,2023,3,3.5,Delivered
TXN_2021_00054635,2021-06-01,Telangana,Hyderabad,electronics,Smartphones,Xiaomi,73154.56,2,26.47,UPI,True,No Festival,6,2021,2,4.5,Delivered
TXN_2021_00026546,2021-03-01,Telangana,Hyderabad,electronics,Smartphones,Xiaomi,29116.9,1,41.47,UPI,True,Holi Festival,3,2021,1,5.0,Delivered
TXN_2021_00102095,2021-10-15,Karnataka,Bengaluru,electronics,Smartphones,Xiaomi,39035.89,1,18.97,UPI,True,Diwali Sale + Navratri Dussehra,10,2021,4,5.0,Delivered
TXN_2025_00026530,2025-05-21,Tamil Nadu,Chennai,electronics,Smartphones,Xiaomi,26214.19,1,0.0,BNPL,True,No Festival,5,2025,2,4.5,Delivered
TXN_2022_00087572,2022-09-20,Tamil Nadu,Chennai,electronics,Smartphones,Xiaomi,38753.79,2,48.21,COD,True,Amazon Great Indian Festival + Navratri Dussehra,9,2022,3,4.340115371,Delivered
TXN_2022_00116598,2022-12-09,Andhra Pradesh,Visakhapatnam,electronics,Smartphones,Xiaomi,40369.69,1,0.0,UPI,True,Christmas,12,2022,4,4.27529669,Delivered
TXN_2025_00051765,2025-09-19,Karnataka,Bengaluru,electronics,Smartphones,Realme,14997.78,1,0.0,BNPL,True,Navratri Dussehra,9,2025,3,3.5,Delivered
TXN_2023_00099277,2023-10-15,Tamil Nadu,Chennai,electronics,Smartphones,Realme,9813.89,1,49.87,Credit Card,True,Diwali Sale + Navratri Dussehra,10,2023,4,4.5,Delivered
TXN_2024_00064492,2024-07-13,Kerala,Kochi,electronics,Smartphones,Realme,11572.09,1,51.9,UPI,True,Back to School,7,2024,3,4.0,Delivered
TXN_2021_00053559,2021-06-02,Karnataka,Bengaluru,electronics,Smartphones,Realme,29467.78,1,21.68,UPI,True,No Festival,6,2021,2,4.5,Delivered
TXN_2025_00061814,2025-11-26,Andhra Pradesh,Visakhapatnam,electronics,Smartphones,Realme,21164.29,1,21.21,Debit Card,True,Karthigai Deepam,11,2025,4,4.5,Delivered
TXN_2022_00022444,2022-03-07,Tamil Nadu,Coimbatore,electronics,Smartphones,Realme,39123.94,2,48.98,UPI,True,Holi Festival,3,2022,1,4.5,Delivered
TXN_2024_00070914,2024-08-31,Telangana,Hyderabad,electronics,Smartphones,Realme,22669.47,1,27.46,UPI,True,Onam + Ganesh Chaturthi,8,2024,3,5.0,Delivered
TXN_2025_00003998,2025-01-25,Karnataka,Bengaluru,electronics,Smartphones,Realme,14154.44,1,47.3,UPI,True,Republic Day Sale,1,2025,1,4.340115371,Delivered
TXN_2022_00011302,2022-02-19,Tamil Nadu,Chennai,electronics,Smartphones,Realme,38339.79,1,0.0,Debit Card,True,No Festival,2,2022,1,4.340115371,Delivered
TXN_2023_00026171,2023-03-14,Tamil Nadu,Chennai,electronics,Smartphones,Realme,15290.29,2,62.15,UPI,True,Holi Festival + Ugadi + Ramadan,3,2023,1,5.0,Delivered
TXN_2023_00008789,2023-01-17,Tamil Nadu,Chennai,electronics,Smartphones,Realme,18284.17,1,9.48,Debit Card,True,Pongal,1,2023,1,3.5,Delivered
TXN_2022_00106608,2022-11-30,Tamil Nadu,Chennai,electronics,Smartphones,Realme,19034.35,1,0.0,Debit Card,True,Karthigai Deepam,11,2022,4,4.5,Delivered
TXN_2024_00114840,2024-12-26,Telangana,Hyderabad,electronics,Smartphones,Realme,30254.39,1,0.0,UPI,True,No Festival,12,2024,4,4.340115371,Delivered
TXN_2022_00130037,2022-12-19,Karnataka,Bengaluru,electronics,Smartphones,Realme,27133.77,1,0.0,COD,True,Christmas,12,2022,4,4.5,Delivered
TXN_2023_00088969,2023-10-31,Tamil Nadu,Chennai,electronics,Smartphones,Realme,15577.69,1,37.22,UPI,True,Diwali Sale,10,2023,4,4.5,Delivered
TXN_2021_00037461,2021-04-05,Karnataka,Bengaluru,electronics,Smartphones,Realme,34826.35,1,0.0,COD,True,Ugadi + Ramadan + Vishu Puthandu + Thrissur Pooram,4,2021,2,4.340115371,Delivered
TXN_2021_00093867,2021-09-03,Tamil Nadu,Chennai,electronics,Smartphones,Realme,59411.67,2,14.7,COD,True,Ganesh Chaturthi,9,2021,3,4.340115371,Delivered
TXN_2021_00074068,2021-08-13,Andhra Pradesh,Visakhapatnam,electronics,Smartphones,Realme,69652.7,2,0.0,UPI,True,Onam + Varalakshmi Vratam,8,2021,3,3.5,Delivered
TXN_2023_00044815,2023-05-12,Karnataka,Bengaluru,electronics,Smartphones,Realme,27267.04,3,64.16,COD,True,Summer Sale,5,2023,2,4.340115371,Delivered
TXN_2024_00052844,2024-06-09,Andhra Pradesh,Visakhapatnam,electronics,Smartphones,Realme,22605.1,1,0.0,COD,True,No Festival,6,2024,2,4.0,Delivered
TXN_2021_00130562_DUP,2021-12-24,Karnataka,Bengaluru,electronics,Smartphones,Realme,43241.37,1,0.0,COD,True,Christmas,12,2021,4,4.340115371,Delivered
TXN_2025_00074566,2025-12-02,Tamil Nadu,Chennai,electronics,Smartphones,Realme,23530.7,1,0.0,Net Banking,True,Karthigai Deepam,12,2025,4,5.0,Delivered
TXN_2021_00074595,2021-08-09,Tamil Nadu,Coimbatore,electronics,Smartphones,Realme,70078.86,2,18.97,Net Banking,True,Onam + Varalakshmi Vratam,8,2021,3,5.0,Delivered
TXN_2021_00082713,2021-08-09,Tamil Nadu,Chennai,electronics,Smartphones,Vivo,93166.52,2,0.0,Debit Card,True,Onam + Varalakshmi Vratam,8,2021,3,4.5,Delivered
TXN_2025_00052573,2025-09-04,Tamil Nadu,Chennai,electronics,Smartphones,Vivo,20335.7,1,12.68,COD,True,Onam,9,2025,3,4.5,Delivered
TXN_2022_00095049,2022-10-16,Andhra Pradesh,Visakhapatnam,electronics,Smartphones,Vivo,12271.3,1,65.91,Credit Card,True,Diwali Sale,10,2022,4,4.27529669,Delivered
TXN_2024_00116602,2024-12-16,Tamil Nadu,Chennai,electronics,Smartphones,Vivo,18232.21,1,0.0,UPI,True,Christmas,12,2024,4,4.340115371,Delivered
TXN_2023_00092706,2023-10-29,Kerala,Kochi,electronics,Smartphones,Vivo,26946.96,2,48.91,COD,True,Diwali Sale,10,2023,4,4.27529669,Delivered
TXN_2021_00004294,2021-01-28,Karnataka,Bengaluru,electronics,Smartphones,Vivo,28256.97,1,23.9,Debit Card,True,No Festival,1,2021,1,3.5,Delivered
TXN_2022_00096564,2022-10-07,Tamil Nadu,Coimbatore,electronics,Smartphones,Vivo,29896.72,1,0.0,Credit Card,True,Diwali,10,2022,4,4.27529669,Delivered
TXN_2023_00021731,2023-03-27,Tamil Nadu,Chennai,electronics,Smartphones,Vivo,58106.08,2,0.0,Wallet,True,Ramadan + Vishu Puthandu,3,2023,1,4.5,Delivered
TXN_2024_00054352,2024-06-20,Andhra Pradesh,Visakhapatnam,electronics,Smartphones,Vivo,18985.91,1,26.69,UPI,True,Back to School,6,2024,2,5.0,Delivered
TXN_2025_00042035,2025-08-11,Tamil Nadu,Chennai,electronics,Smartphones,Vivo,81167.22,3,0.0,UPI,True,Ganesh Chaturthi + Varalakshmi Vratam,8,2025,3,4.340115371,Delivered
TXN_2022_00064833,2022-07-21,Kerala,Kochi,electronics,Smartphones,Vivo,17593.55,1,0.0,UPI,True,No Festival,7,2022,3,4.0,Delivered
TXN_2022_00029468,2022-03-21,Kerala,Kochi,electronics,Smartphones,Vivo,17593.55,1,0.0,UPI,True,Ugadi + Ramadan,3,2022,1,4.27529669,Delivered
TXN_2022_00021332,2022-03-15,Tamil Nadu,Coimbatore,electronics,Smartphones,Oppo,15785.97,1,37.56,COD,True,Holi Festival + Ugadi + Ramadan,3,2022,1,3.0,Delivered
TXN_2023_00022262,2023-03-18,Tamil Nadu,Chennai,electronics,Smartphones,Oppo,46975.7,2,0.0,UPI,True,Ugadi + Ramadan,3,2023,1,4.340115371,Delivered
TXN_2021_00011986,2021-02-24,Karnataka,Bengaluru,electronics,Smartphones,Oppo,33066.49,1,0.0,Debit Card,True,No Festival,2,2021,1,4.340115371,Delivered
TXN_2025_00011861,2025-02-09,Karnataka,Bengaluru,electronics,Smartphones,Oppo,17993.83,1,0.0,UPI,True,Ramadan,2,2025,1,4.340115371,Delivered
TXN_2021_00000168,2021-01-10,Tamil Nadu,Coimbatore,electronics,Smartphones,Oppo,39236.69,1,0.0,UPI,True,Pongal,1,2021,1,4.5,Delivered
TXN_2022_00049300,2022-05-24,Kerala,Kochi,electronics,Smartphones,Oppo,34380.67,1,0.0,UPI,True,No Festival,5,2022,2,3.0,Delivered
TXN_2025_00023570,2025-05-05,Andhra Pradesh,Visakhapatnam,electronics,Smartphones,Oppo,6537.18,1,63.17,UPI,True,Summer Sale,5,2025,2,4.27529669,Returned
TXN_2023_00088051,2023-10-20,Tamil Nadu,Chennai,electronics,Smartphones,Oppo,32896.98,2,29.0,UPI,True,Diwali Sale + Navratri Dussehra,10,2023,4,5.0,Delivered
TXN_2023_00061979,2023-07-20,Telangana,Hyderabad,electronics,Smartphones,Oppo,23166.57,1,0.0,UPI,True,No Festival,7,2023,3,4.340115371,Delivered
TXN_2024_00059941,2024-07-02,Karnataka,Bengaluru,electronics,Smartphones,Oppo,14809.59,1,41.08,Credit Card,True,Back to School,7,2024,3,5.0,Cancelled
TXN_2025_00064192,2025-11-23,Andhra Pradesh,Visakhapatnam,electronics,Smartphones,Oppo,17215.14,1,0.0,UPI,True,Karthigai Deepam,11,2025,4,4.27529669,Delivered
TXN_2021_00005808,2021-01-15,Andhra Pradesh,Visakhapatnam,electronics,Smartphones,Apple,245749.58,1,0.0,Net Banking,True,Pongal,1,2021,1,4.27529669,Delivered
TXN_2021_00003571,2021-01-14,Telangana,Hyderabad,electronics,Smartphones,Apple,394270.67,2,19.78,Credit Card,True,Pongal,1,2021,1,4.0,Delivered
TXN_2021_00128498,2021-12-29,Tamil Nadu,Chennai,electronics,Smartphones,Apple,195398.74,1,20.49,Credit Card,True,No Festival,12,2021,4,4.340115371,Delivered
TXN_2024_00075777,2024-09-12,Tamil Nadu,Chennai,electronics,Smartphones,Apple,129687.01,1,20.89,UPI,True,Onam,9,2024,3,4.5,Delivered
TXN_2024_00056336,2024-07-05,Tamil Nadu,Chennai,electronics,Smartphones,Apple,72840.2,1,31.36,UPI,True,Back to School,7,2024,3,4.5,Delivered
TXN_2025_00032688,2025-06-13,Kerala,Kochi,electronics,Smartphones,Apple,92747.24,1,0.0,BNPL,True,No Festival,6,2025,2,4.0,Delivered
TXN_2021_00043810,2021-05-21,Telangana,Hyderabad,electronics,Smartphones,Apple,318150.26,2,0.0,UPI,True,No Festival,5,2021,2,5.0,Delivered
TXN_2024_00000100,2024-01-19,Tamil Nadu,Chennai,electronics,Smartphones,Apple,167407.74,1,0.0,UPI,True,No Festival,1,2024,1,4.5,Delivered
TXN_2023_00085206,2023-09-06,Karnataka,Bengaluru,electronics,Smartphones,Apple,146419.12,1,20.69,UPI,True,Ganesh Chaturthi,9,2023,3,4.5,Delivered
TXN_2023_00068217,2023-08-31,Tamil Nadu,Chennai,electronics,Smartphones,Apple,107576.69,1,8.02,Credit Card,True,Ganesh Chaturthi,8,2023,3,5.0,Delivered
TXN_2023_00077423,2023-09-12,Karnataka,Bengaluru,electronics,Smartphones,Apple,116958.65,1,0.0,UPI,True,Ganesh Chaturthi,9,2023,3,4.0,Delivered
TXN_2022_00014189,2022-02-21,Tamil Nadu,Chennai,electronics,Smartphones,Apple,125751.93,1,0.0,Debit Card,True,No Festival,2,2022,1,4.5,Returned
TXN_2021_00046938,2021-05-20,Andhra Pradesh,Visakhapatnam,electronics,Smartphones,Apple,159060.02,1,0.0,Credit Card,True,No Festival,5,2021,2,4.27529669,Delivered
TXN_2022_00125524,2022-12-21,Karnataka,Bengaluru,electronics,Smartphones,Apple,125751.93,1,0.0,UPI,True,Christmas,12,2022,4,4.340115371,Delivered
TXN_2025_00017109,2025-03-05,Karnataka,Bengaluru,electronics,Smartphones,Apple,51397.61,1,44.58,UPI,True,Holi Festival + Ramadan,3,2025,1,4.340115371,Delivered
TXN_2022_00095300,2022-10-20,Karnataka,Bengaluru,electronics,Smartphones,Apple,96778.19,1,23.04,Net Banking,True,Diwali Sale,10,2022,4,5.0,Delivered
TXN_2025_00060376,2025-10-29,Karnataka,Bengaluru,electronics,Smartphones,Apple,72348.02,1,21.99,UPI,True,Diwali Sale,10,2025,4,4.340115371,Cancelled
TXN_2022_00062674,2022-07-26,Tamil Nadu,Chennai,electronics,Smartphones,Apple,148272.41,1,0.0,UPI,True,No Festival,7,2022,3,5.0,Delivered
TXN_2025_00069608,2025-12-18,Karnataka,Bengaluru,electronics,Smartphones,Apple,128020.9,1,0.0,Wallet,True,Christmas,12,2025,4,4.5,Delivered
TXN_2024_00094363,2024-10-27,Tamil Nadu,Coimbatore,electronics,Smartphones,Apple,70776.1,1,51.68,UPI,True,Diwali Sale,10,2024,4,4.27529669,Delivered
TXN_2024_00004454,2024-01-02,Telangana,Hyderabad,electronics,Smartphones,Apple,110220.47,1,24.75,UPI,True,Pongal,1,2024,1,4.340115371,Delivered
TXN_2025_00001444,2025-01-19,Telangana,Hyderabad,electronics,Smartphones,Apple,109408.48,1,0.0,UPI,True,No Festival,1,2025,1,5.0,Delivered
TXN_2021_00054028,2021-06-21,Tamil Nadu,Chennai,electronics,Smartphones,Apple,104624.69,1,44.25,COD,True,Back to School,6,2021,2,4.0,Delivered
TXN_2023_00029299,2023-04-06,Telangana,Hyderabad,electronics,Smartphones,Apple,138053.49,1,0.0,Credit Card,True,Ramadan + Vishu Puthandu + Thrissur Pooram,4,2023,2,5.0,Delivered
TXN_2025_00017732,2025-04-16,Tamil Nadu,Chennai,electronics,Smartphones,Apple,110073.62,1,10.15,COD,True,Thrissur Pooram,4,2025,2,4.5,Delivered
TXN_2021_00017103,2021-02-01,Tamil Nadu,Chennai,electronics,Smartphones,Apple,276889.09,1,0.0,UPI,True,No Festival,2,2021,1,4.5,Delivered
TXN_2025_00055185,2025-10-25,Karnataka,Bengaluru,electronics,Smartphones,Apple,206816.05,2,35.22,BNPL,True,Diwali Sale,10,2025,4,5.0,Delivered
TXN_2021_00038447,2021-04-09,Tamil Nadu,Chennai,electronics,Smartphones,Apple,498846.36,2,8.91,COD,True,Ugadi + Ramadan + Vishu Puthandu + Thrissur Pooram,4,2021,2,4.5,Returned
TXN_2023_00097759,2023-10-06,Telangana,Hyderabad,electronics,Smartphones,Apple,118623.2,1,0.0,Credit Card,True,Navratri Dussehra,10,2023,4,5.0,Delivered
TXN_2024_00038890,2024-05-20,Tamil Nadu,Chennai,electronics,Smartphones,Apple,86106.96,1,19.94,COD,True,No Festival,5,2024,2,4.340115371,Returned
TXN_2021_00100945,2021-10-10,Karnataka,Bengaluru,electronics,Smartphones,Apple,137554.97,1,14.69,Credit Card,True,Navratri Dussehra,10,2021,4,5.0,Delivered
TXN_2025_00015676,2025-03-16,Andhra Pradesh,Visakhapatnam,electronics,Smartphones,Apple,72570.68,1,22.81,Wallet,True,Ugadi + Ramadan,3,2025,1,4.5,Delivered
TXN_2021_00095983,2021-10-30,Karnataka,Bengaluru,electronics,Smartphones,Apple,100658.78,1,37.57,COD,True,Diwali Sale,10,2021,4,4.5,Delivered
TXN_2024_00102413,2024-11-22,Telangana,Hyderabad,electronics,Smartphones,Apple,92815.89,1,13.71,Debit Card,True,Karthigai Deepam,11,2024,4,4.5,Delivered
TXN_2021_00018564,2021-02-20,Karnataka,Bengaluru,electronics,Smartphones,Apple,231819.9,1,0.0,Wallet,True,No Festival,2,2021,1,4.5,Delivered
TXN_2022_00113617,2022-11-06,Karnataka,Bengaluru,electronics,Smartphones,Apple,183275.47,1,0.0,BNPL,True,No Festival,11,2022,4,4.340115371,Delivered
TXN_2022_00121743,2022-12-31,Karnataka,Bengaluru,electronics,Smartphones,Apple,351758.57,2,14.96,COD,True,No Festival,12,2022,4,4.340115371,Delivered
TXN_2022_00104563,2022-11-13,Tamil Nadu,Chennai,electronics,Smartphones,Apple,144924.58,1,24.66,Debit Card,True,No Festival,11,2022,4,5.0,Delivered
TXN_2021_00012274,2021-02-21,Karnataka,Bengaluru,electronics,Smartphones,Apple,169419.05,1,5.84,Debit Card,True,No Festival,2,2021,1,4.340115371,Returned
TXN_2023_00050131,2023-06-03,Tamil Nadu,Chennai,electronics,Smartphones,Apple,132371.95,1,0.0,Credit Card,True,No Festival,6,2023,2,4.340115371,Delivered
TXN_2025_00026505,2025-05-12,Tamil Nadu,Chennai,electronics,Smartphones,Apple,141842.67,2,32.4,UPI,True,Summer Sale,5,2025,2,5.0,Delivered
TXN_2023_00003537,2023-01-05,Telangana,Hyderabad,electronics,Smartphones,Samsung,157211.98,2,0.0,Credit Card,True,Pongal,1,2023,1,4.5,Delivered
TXN_2025_00018777,2025-04-16,Karnataka,Bengaluru,electronics,Smartphones,Samsung,43842.26,1,29.62,COD,True,Thrissur Pooram,4,2025,2,5.0,Delivered
TXN_2023_00042050,2023-05-12,Kerala,Kochi,electronics,Smartphones,Samsung,28387.21,1,63.89,UPI,True,Summer Sale,5,2023,2,4.27529669,Delivered
TXN_2025_00023172,2025-05-13,Tamil Nadu,Chennai,electronics,Smartphones,Samsung,30732.5,1,56.64,UPI,True,Summer Sale,5,2025,2,3.0,Delivered
TXN_2021_00089387,2021-09-08,Tamil Nadu,Chennai,electronics,Smartphones,Samsung,216920.49,2,10.77,COD,True,Ganesh Chaturthi,9,2021,3,4.5,Delivered
TXN_2022_00131890,2022-12-30,Karnataka,Bengaluru,electronics,Smartphones,Samsung,90305.12,1,8.79,Wallet,True,No Festival,12,2022,4,4.0,Delivered
TXN_2024_00073427,2024-08-20,Karnataka,Bengaluru,electronics,Smartphones,Samsung,116234.5,1,0.0,UPI,True,Ganesh Chaturthi,8,2024,3,4.340115371,Delivered
